drug,metric,obs_beta,perm_p,null_mean,null_std,n_perm,null_path
venetoclax,LN_IC50,0.10241863469635577,0.1939612077584483,-0.0008798252606235398,0.07832093624085433,5000,outputs/logs/null_backbone_venetoclax_LN_IC50.npy
