n,beta_crude,p_crude,beta_adj_guardian,p_adj_guardian,ci_lo,ci_hi
120,0.0846203489260663,0.3759240723354372,0.08107335728812595,0.37924374798822824,-0.10392890411368509,0.2731696019658177
