auc,coef_guardian,coef_exec,intercept,guardian_tip,tip_lo,tip_hi,coef_guardian_ci,coef_exec_ci,n,cohort
0.7511890606420928,0.9681070954069372,-0.1292941576975349,-0.008370535349942839,0.537823964610429,0.4182329846515938,0.6713669856248768,"[0.5847811292512375, 1.4221553281398613]","[-0.5225306212286029, 0.2678175046011305]",116,depmap
0.6403540033262057,0.47677385846995163,-0.1558067079766708,0.006465304686773993,0.47410022037655064,0.32903034707607787,0.6327322375683709,"[0.27222563540584954, 0.7041624255407389]","[-0.3822081179057723, 0.04525062715595752]",367,beataml
