rnaseq_sample,guardian_dependence,executioner_availability,r,resistant
BA3357R,0.31966053748231965,0.5035360678925035,19.7724745492217,0
BA3351R,0.5926449787835927,0.09476661951909476,12.8005425058895,0
BA3208R,0.9377652050919377,0.14285714285714285,111.509383018433,0
BA3310R,0.4582743988684583,0.8585572842998586,39.996819760413,0
BA3200R,0.07213578500707214,0.19801980198019803,29.0252580587906,0
BA3325R,0.6895332390381895,0.2362093352192362,125.116631841078,0
BA3146R,0.4306930693069307,0.5516265912305516,210.605222082652,1
BA3211R,0.44554455445544555,0.27015558698727016,42.7770269302654,0
BA3237R,0.2376237623762376,0.5728429985855729,148.568910025976,0
BA3130R,0.41725601131541723,0.5841584158415841,180.029383426004,1
BA3137R,0.632956152758133,0.7086280056577087,231.01507252191,1
BA3300R,0.07496463932107496,0.4611032531824611,118.113235558686,0
BA3375R,0.7432814710042432,0.3493635077793494,29.4078998922646,0
BA3249R,0.09052333804809053,0.5063649222065064,32.5620027707475,0
BA3385R,0.19872701555869873,0.355021216407355,164.545286223249,1
BA3242R,0.599009900990099,0.11598302687411598,166.752551419336,1
BA3446R,0.7984441301272984,0.6011315417256011,240.952793038731,1
BA3416R,0.004243281471004243,0.5544554455445545,8.085970321540621e-09,0
