lof,expr_q,drug,metric,lineage_subset,covset,n,beta,ci_low,ci_high,p,p_fdr
continuous_score,0.05,venetoclax,LN_IC50,all_heme,lineage,165,0.08438918208164273,-0.07031022273108531,0.23908858689437076,0.2829853346459418,0.5796745130192706
any_of_three,0.05,venetoclax,LN_IC50,all_heme,lineage,165,0.08438918208164276,-0.07031022273108525,0.23908858689437076,0.28298533464594156,0.5796745130192706
any_of_three,0.05,venetoclax,AUC,leukemia_only,lineage_plus_mcl1,41,0.08499676341603464,-0.26043749143774736,0.4304310182698166,0.621040223834781,0.7804438119769782
continuous_score,0.05,venetoclax,AUC,leukemia_only,lineage_plus_mcl1,41,0.08499676341603483,-0.2604374914377474,0.4304310182698171,0.6210402238347803,0.7804438119769782
any_of_three,0.05,venetoclax,AUC,all_heme,lineage_plus_mcl1,116,0.08643968810564763,-0.09092753125146406,0.2638069074627593,0.33631525733105505,0.5964211460058119
continuous_score,0.05,venetoclax,AUC,all_heme,lineage_plus_mcl1,116,0.08643968810564766,-0.09092753125146406,0.26380690746275937,0.33631525733105494,0.5964211460058119
continuous_score,0.05,navitoclax,LN_IC50,all_heme,lineage,171,0.08819924035577895,-0.06226435694715032,0.23866283765870822,0.24881936754478023,0.5796745130192706
any_of_three,0.05,navitoclax,LN_IC50,all_heme,lineage,171,0.08819924035577896,-0.06226435694715031,0.23866283765870822,0.2488193675447801,0.5796745130192706
any_of_three,0.05,venetoclax,AUC,leukemia_only,lineage,62,0.09132713505658943,-0.1776306851526865,0.36028495526586535,0.49950567906129456,0.702373844463544
continuous_score,0.05,venetoclax,AUC,leukemia_only,lineage,62,0.09132713505658951,-0.17763068515268665,0.3602849552658657,0.49950567906129445,0.702373844463544
continuous_score,0.1,navitoclax,AUC,all_heme,none,171,0.09502223309219443,-0.05614453151797233,0.2461889977023612,0.2163610306462548,0.5659070440639328
any_of_three,0.1,navitoclax,AUC,all_heme,none,171,0.09502223309219443,-0.05614453151797233,0.2461889977023612,0.2163610306462548,0.5659070440639328
any_of_three,0.05,venetoclax,LN_IC50,all_heme,none,165,0.09864442259309611,-0.055265775959807195,0.2525546211459994,0.2074694304538735,0.5629277595168115
continuous_score,0.05,venetoclax,LN_IC50,all_heme,none,165,0.09864442259309614,-0.05526577595980722,0.25255462114599947,0.20746943045387356,0.5629277595168115
continuous_score,0.1,navitoclax,AUC,leukemia_only,lineage_plus_mcl1,44,0.09886868099555995,-0.21063691033698967,0.4083742723281096,0.5222160986703178,0.7094256434766582
any_of_three,0.1,navitoclax,AUC,leukemia_only,lineage_plus_mcl1,44,0.09886868099556005,-0.21063691033698956,0.4083742723281097,0.5222160986703175,0.7094256434766582
mutation_only,0.05,navitoclax,AUC,all_heme,none,171,0.09935957793055947,-0.05174286795063987,0.2504620238117588,0.19602242312064191,0.5629277595168115
any_of_three,0.05,venetoclax,AUC,leukemia_only,none,62,0.10025164923120493,-0.15668471871021983,0.3571880171726297,0.43817798487668397,0.6448508780345875
continuous_score,0.05,venetoclax,AUC,leukemia_only,none,62,0.100251649231205,-0.15668471871021994,0.35718801717262993,0.43817798487668397,0.6448508780345875
continuous_score,0.05,navitoclax,LN_IC50,leukemia_only,none,65,0.10233644338358786,-0.14810898268961545,0.35278186945679113,0.4172584244181987,0.6392043948534107
any_of_three,0.05,navitoclax,LN_IC50,leukemia_only,none,65,0.10233644338358791,-0.1481089826896155,0.35278186945679135,0.4172584244181986,0.6392043948534107
continuous_score,0.1,venetoclax,LN_IC50,all_heme,lineage,165,0.10241863469635577,-0.05218981632691792,0.25702708571962946,0.19268285703546767,0.5629277595168115
any_of_three,0.1,venetoclax,LN_IC50,all_heme,lineage,165,0.10241863469635593,-0.05218981632691791,0.25702708571962973,0.1926828570354674,0.5629277595168115
continuous_score,0.2,navitoclax,LN_IC50,all_heme,lineage,171,0.10276902493923595,-0.046792340601874344,0.2523303904803462,0.17674943625972164,0.5629277595168115
any_of_three,0.2,navitoclax,LN_IC50,all_heme,lineage,171,0.10276902493923597,-0.0467923406018743,0.2523303904803462,0.17674943625972153,0.5629277595168115
continuous_score,0.2,navitoclax,LN_IC50,leukemia_only,lineage_plus_mcl1,44,0.10703571211339932,-0.15963489828917263,0.37370632251597125,0.4220430292813305,0.6410780191615146
any_of_three,0.2,navitoclax,LN_IC50,leukemia_only,lineage_plus_mcl1,44,0.10703571211339949,-0.15963489828917268,0.3737063225159717,0.4220430292813301,0.6410780191615146
continuous_score,0.2,navitoclax,AUC,leukemia_only,none,65,0.1080202937000028,-0.14227378124756093,0.3583143686475665,0.3917215748062267,0.6240733618652596
any_of_three,0.2,navitoclax,AUC,leukemia_only,none,65,0.10802029370000285,-0.142273781247561,0.3583143686475667,0.3917215748062267,0.6240733618652596
any_of_three,0.05,venetoclax,LN_IC50,all_heme,lineage_plus_mcl1,116,0.10830697431392636,-0.06630328854962136,0.2829172371774741,0.221646925591707,0.5659070440639328
continuous_score,0.05,venetoclax,LN_IC50,all_heme,lineage_plus_mcl1,116,0.10830697431392644,-0.06630328854962134,0.2829172371774742,0.22164692559170687,0.5659070440639328
any_of_three,0.05,venetoclax,LN_IC50,leukemia_only,lineage_plus_mcl1,41,0.10838019702950191,-0.22691084756483432,0.44367124162383814,0.5165507886865075,0.7094256434766582
continuous_score,0.05,venetoclax,LN_IC50,leukemia_only,lineage_plus_mcl1,41,0.10838019702950213,-0.22691084756483432,0.4436712416238386,0.5165507886865068,0.7094256434766582
any_of_three,0.2,venetoclax,LN_IC50,leukemia_only,lineage,62,0.10846384528499808,-0.1567625935017088,0.37369028407170496,0.41647685057096,0.6392043948534107
continuous_score,0.2,venetoclax,LN_IC50,leukemia_only,lineage,62,0.10846384528499813,-0.15676259350170874,0.373690284071705,0.41647685057095973,0.6392043948534107
any_of_three,0.05,navitoclax,LN_IC50,all_heme,none,171,0.11041180829131898,-0.0405136263146907,0.2613372428973287,0.1505387526219116,0.526154863532895
continuous_score,0.05,navitoclax,LN_IC50,all_heme,none,171,0.11041180829131898,-0.0405136263146907,0.2613372428973287,0.1505387526219116,0.526154863532895
mutation_only,0.05,venetoclax,AUC,all_heme,lineage,165,0.11362238418134313,-0.04045425821063511,0.26769902657332134,0.14726280351942903,0.5248971214553906
mutation_only,0.05,navitoclax,LN_IC50,all_heme,lineage,171,0.1136970325102909,-0.03602955636312399,0.2634236213837058,0.13571776112200618,0.5053185720721185
any_of_three,0.05,navitoclax,AUC,leukemia_only,lineage,65,0.11427527302907266,-0.14528910845484094,0.37383965451298623,0.38222373416362915,0.6193791779095026
continuous_score,0.05,navitoclax,AUC,leukemia_only,lineage,65,0.11427527302907267,-0.14528910845484092,0.3738396545129863,0.38222373416362904,0.6193791779095026
continuous_score,0.2,navitoclax,LN_IC50,all_heme,lineage_plus_mcl1,120,0.11438503944849597,-0.02663964737938769,0.25540972627637964,0.11088628323962499,0.5053185720721185
any_of_three,0.2,navitoclax,LN_IC50,all_heme,lineage_plus_mcl1,120,0.11438503944849598,-0.02663964737938765,0.2554097262763796,0.11088628323962481,0.5053185720721185
expression_only,0.05,navitoclax,LN_IC50,lymphoma_only,lineage_plus_mcl1,29,0.11487527549694301,-0.18546710990985535,0.41521766090374135,0.4388568475513165,0.6448508780345875
any_of_three,0.2,venetoclax,LN_IC50,leukemia_only,none,62,0.11534535647965145,-0.1411683637829046,0.3718590767422075,0.3720009363927832,0.6193791779095026
continuous_score,0.2,venetoclax,LN_IC50,leukemia_only,none,62,0.1153453564796515,-0.14116836378290448,0.3718590767422075,0.3720009363927829,0.6193791779095026
continuous_score,0.1,venetoclax,LN_IC50,all_heme,none,165,0.11716034688835729,-0.036439017103639046,0.2707597108803536,0.13395742630503393,0.5053185720721185
any_of_three,0.1,venetoclax,LN_IC50,all_heme,none,165,0.11716034688835736,-0.036439017103638977,0.27075971088035367,0.13395742630503368,0.5053185720721185
any_of_three,0.1,navitoclax,LN_IC50,all_heme,lineage_plus_mcl1,120,0.11717677287105864,-0.027844591092593976,0.26219813683471127,0.11224342275098294,0.5053185720721185
continuous_score,0.1,navitoclax,LN_IC50,all_heme,lineage_plus_mcl1,120,0.11717677287105879,-0.02784459109259385,0.26219813683471144,0.11224342275098247,0.5053185720721185
continuous_score,0.2,navitoclax,LN_IC50,all_heme,none,171,0.11825076898756216,-0.03253766892306602,0.26903920689819033,0.12346352041276103,0.5053185720721185
any_of_three,0.2,navitoclax,LN_IC50,all_heme,none,171,0.11825076898756218,-0.03253766892306603,0.2690392068981904,0.12346352041276103,0.5053185720721185
expression_only,0.1,navitoclax,LN_IC50,leukemia_only,none,65,0.12226174780489052,-0.12761671041738892,0.37214020602716996,0.3319338771377691,0.5964211460058119
continuous_score,0.1,navitoclax,LN_IC50,leukemia_only,lineage_plus_mcl1,44,0.1246138140746968,-0.16736501128121922,0.4165926394306128,0.393512925398372,0.6240733618652596
any_of_three,0.1,navitoclax,LN_IC50,leukemia_only,lineage_plus_mcl1,44,0.1246138140746969,-0.16736501128121906,0.41659263943061287,0.3935129253983715,0.6240733618652596
mutation_only,0.05,venetoclax,AUC,all_heme,none,165,0.12474205301118552,-0.02871443104660079,0.2781985370689718,0.11039928839301362,0.5053185720721185
any_of_three,0.1,navitoclax,LN_IC50,all_heme,lineage,171,0.1276769870470306,-0.022302308904715934,0.2776562829987771,0.09469533356267155,0.5053185720721185
continuous_score,0.1,navitoclax,LN_IC50,all_heme,lineage,171,0.1276769870470308,-0.022302308904715934,0.27765628299877754,0.0946953335626715,0.5053185720721185
any_of_three,0.05,venetoclax,LN_IC50,leukemia_only,lineage,62,0.13052890225900682,-0.1373703067751576,0.39842811129317124,0.3335666940264266,0.5964211460058119
continuous_score,0.05,venetoclax,LN_IC50,leukemia_only,lineage,62,0.13052890225900696,-0.13737030677515774,0.3984281112931717,0.3335666940264266,0.5964211460058119
any_of_three,0.05,navitoclax,LN_IC50,leukemia_only,lineage_plus_mcl1,44,0.13267393594949423,-0.1637644104670351,0.42911228236602356,0.3711185765353174,0.6193791779095026
continuous_score,0.05,navitoclax,LN_IC50,leukemia_only,lineage_plus_mcl1,44,0.13267393594949445,-0.16376441046703472,0.4291122823660236,0.3711185765353162,0.6193791779095026
mutation_only,0.05,navitoclax,LN_IC50,all_heme,none,171,0.1326752538373887,-0.017836171890647706,0.2831866795654251,0.0836508840414188,0.5053185720721185
expression_only,0.1,navitoclax,AUC,lymphoma_only,none,49,0.13374000200571573,-0.15706635657734885,0.4245463605887803,0.35959497820220954,0.6193791779095026
expression_only,0.1,navitoclax,AUC,lymphoma_only,lineage,49,0.13374000200571573,-0.15706635657734885,0.4245463605887803,0.35959497820220954,0.6193791779095026
expression_only,0.2,navitoclax,AUC,lymphoma_only,none,49,0.13374000200571573,-0.15706635657734885,0.4245463605887803,0.35959497820220954,0.6193791779095026
expression_only,0.2,navitoclax,AUC,lymphoma_only,lineage,49,0.13374000200571573,-0.15706635657734885,0.4245463605887803,0.35959497820220954,0.6193791779095026
any_of_three,0.1,venetoclax,AUC,leukemia_only,lineage,62,0.13424983261172807,-0.13586171285547155,0.4043613780789277,0.3240276662124648,0.5964211460058119
continuous_score,0.1,venetoclax,AUC,leukemia_only,lineage,62,0.13424983261172807,-0.1358617128554716,0.40436137807892775,0.3240276662124648,0.5964211460058119
continuous_score,0.05,navitoclax,LN_IC50,leukemia_only,lineage,65,0.1345588104858833,-0.12571747331410166,0.39483509428586827,0.3054136192024362,0.5912165775540534
any_of_three,0.05,navitoclax,LN_IC50,leukemia_only,lineage,65,0.1345588104858833,-0.12571747331410166,0.39483509428586827,0.3054136192024362,0.5912165775540534
any_of_three,0.05,venetoclax,LN_IC50,leukemia_only,none,62,0.1359083895605964,-0.11993287012059342,0.39174964924178624,0.29222102446736037,0.5910088135294929
continuous_score,0.05,venetoclax,LN_IC50,leukemia_only,none,62,0.13590838956059645,-0.11993287012059353,0.39174964924178646,0.29222102446736037,0.5910088135294929
any_of_three,0.1,venetoclax,AUC,leukemia_only,none,62,0.1395588300585737,-0.11615134131119328,0.39526900142834065,0.2793286770034342,0.5796745130192706
continuous_score,0.1,venetoclax,AUC,leukemia_only,none,62,0.13955883005857378,-0.11615134131119331,0.39526900142834087,0.2793286770034341,0.5796745130192706
expression_only,0.1,navitoclax,LN_IC50,leukemia_only,lineage,65,0.1400278562949514,-0.11396949493231356,0.39402520752221637,0.2747100198500801,0.5796745130192706
continuous_score,0.05,navitoclax,AUC,all_heme,lineage_plus_mcl1,120,0.14047565856956698,-0.01614513010996943,0.2970964472491034,0.07827950814811581,0.5053185720721185
any_of_three,0.05,navitoclax,AUC,all_heme,lineage_plus_mcl1,120,0.14047565856956704,-0.016145130109969402,0.29709644724910345,0.07827950814811578,0.5053185720721185
mutation_only,0.05,navitoclax,LN_IC50,all_heme,lineage_plus_mcl1,120,0.1434106830054402,-0.022774818076342296,0.30959618408722267,0.09008942822429501,0.5053185720721185
continuous_score,0.2,navitoclax,AUC,leukemia_only,lineage,65,0.14423962965245768,-0.1112755803506787,0.39975483965559405,0.26348619271717477,0.5796745130192706
any_of_three,0.2,navitoclax,AUC,leukemia_only,lineage,65,0.14423962965245785,-0.1112755803506787,0.3997548396555944,0.2634861927171746,0.5796745130192706
mutation_only,0.05,venetoclax,LN_IC50,all_heme,lineage,165,0.1458008201114177,-0.007458503189581384,0.2990601434124168,0.06209372023863801,0.5053185720721185
mutation_only,0.05,venetoclax,AUC,all_heme,lineage_plus_mcl1,116,0.14666582154584834,-0.04650070535159401,0.3398323484432907,0.13529348793292983,0.5053185720721185
continuous_score,0.05,venetoclax,AUC,lymphoma_only,lineage,48,0.1499436200179117,-0.14348635329444495,0.4433735933302684,0.3090480276310801,0.5912165775540534
any_of_three,0.05,venetoclax,AUC,lymphoma_only,none,48,0.1499436200179117,-0.14348635329444495,0.4433735933302684,0.3090480276310801,0.5912165775540534
any_of_three,0.05,venetoclax,AUC,lymphoma_only,lineage,48,0.1499436200179117,-0.14348635329444495,0.4433735933302684,0.3090480276310801,0.5912165775540534
continuous_score,0.05,venetoclax,AUC,lymphoma_only,none,48,0.1499436200179117,-0.14348635329444495,0.4433735933302684,0.3090480276310801,0.5912165775540534
mutation_only,0.05,navitoclax,AUC,all_heme,lineage_plus_mcl1,120,0.15033930207732993,-0.021321523964360406,0.32200012811902023,0.08546476587837053,0.5053185720721185
any_of_three,0.1,navitoclax,LN_IC50,all_heme,none,171,0.15044771979778163,0.00032224519043597133,0.3005731944051273,0.049515790404334944,0.5053185720721185
continuous_score,0.1,navitoclax,LN_IC50,all_heme,none,171,0.15044771979778165,0.00032224519043597133,0.3005731944051273,0.049515790404334944,0.5053185720721185
any_of_three,0.1,navitoclax,AUC,leukemia_only,none,65,0.15469698005943322,-0.09403948041162785,0.4034334405304943,0.21853616177177004,0.5659070440639328
continuous_score,0.1,navitoclax,AUC,leukemia_only,none,65,0.15469698005943322,-0.09403948041162785,0.4034334405304943,0.21853616177177004,0.5659070440639328
mutation_only,0.05,venetoclax,LN_IC50,all_heme,none,165,0.15749187329647377,0.004757505989726907,0.3102262406032206,0.04335581182395854,0.5053185720721185
any_of_three,0.05,navitoclax,AUC,leukemia_only,lineage_plus_mcl1,44,0.15758081719640768,-0.15453623412330283,0.46969786851611817,0.313673239757845,0.5912165775540534
continuous_score,0.05,navitoclax,AUC,leukemia_only,lineage_plus_mcl1,44,0.15758081719640787,-0.15453623412330253,0.4696978685161183,0.31367323975784417,0.5912165775540534
continuous_score,0.05,navitoclax,LN_IC50,all_heme,lineage_plus_mcl1,120,0.16008408232276153,0.009313984595456515,0.31085418005006654,0.03762932930932764,0.5053185720721185
any_of_three,0.05,navitoclax,LN_IC50,all_heme,lineage_plus_mcl1,120,0.1600840823227616,0.00931398459545657,0.31085418005006665,0.03762932930932756,0.5053185720721185
mutation_only,0.05,venetoclax,LN_IC50,all_heme,lineage_plus_mcl1,116,0.16224301280082332,-0.027912839033830933,0.35239886463547754,0.0937083496169424,0.5053185720721185
mutation_only,0.05,navitoclax,AUC,leukemia_only,none,65,0.16527353108919926,-0.08303135072384388,0.4135784129022424,0.18827735882059052,0.5629277595168115
expression_only,0.2,navitoclax,LN_IC50,lymphoma_only,lineage_plus_mcl1,29,0.16569559684517104,-0.1385211837920045,0.4699123774823466,0.27313321008612024,0.5796745130192706
expression_only,0.1,navitoclax,LN_IC50,lymphoma_only,lineage_plus_mcl1,29,0.16569559684517104,-0.1385211837920045,0.4699123774823466,0.27313321008612024,0.5796745130192706
mutation_only,0.05,navitoclax,LN_IC50,lymphoma_only,lineage_plus_mcl1,29,0.17303171139219173,-0.27557167958798745,0.6216351023723709,0.4350452080971692,0.6448508780345875
any_of_three,0.2,venetoclax,AUC,lymphoma_only,none,48,0.1844246175366921,-0.10726978906151496,0.47611902413489915,0.2095342215979243,0.5629277595168115
any_of_three,0.2,venetoclax,AUC,lymphoma_only,lineage,48,0.1844246175366921,-0.10726978906151496,0.47611902413489915,0.2095342215979243,0.5629277595168115
continuous_score,0.2,venetoclax,AUC,lymphoma_only,lineage,48,0.1844246175366921,-0.10726978906151496,0.47611902413489915,0.2095342215979243,0.5629277595168115
continuous_score,0.2,venetoclax,AUC,lymphoma_only,none,48,0.1844246175366921,-0.10726978906151496,0.47611902413489915,0.2095342215979243,0.5629277595168115
continuous_score,0.1,venetoclax,AUC,lymphoma_only,none,48,0.1844246175366921,-0.10726978906151496,0.47611902413489915,0.2095342215979243,0.5629277595168115
continuous_score,0.1,venetoclax,AUC,lymphoma_only,lineage,48,0.1844246175366921,-0.10726978906151496,0.47611902413489915,0.2095342215979243,0.5629277595168115
any_of_three,0.1,venetoclax,AUC,lymphoma_only,lineage,48,0.1844246175366921,-0.10726978906151496,0.47611902413489915,0.2095342215979243,0.5629277595168115
any_of_three,0.1,venetoclax,AUC,lymphoma_only,none,48,0.1844246175366921,-0.10726978906151496,0.47611902413489915,0.2095342215979243,0.5629277595168115
continuous_score,0.2,navitoclax,LN_IC50,leukemia_only,none,65,0.18553222935087071,-0.061863876319083966,0.4329283350208254,0.1389626073198326,0.5053185720721185
any_of_three,0.2,navitoclax,LN_IC50,leukemia_only,none,65,0.18553222935087083,-0.06186387631908394,0.4329283350208256,0.13896260731983245,0.5053185720721185
mutation_only,0.05,navitoclax,LN_IC50,leukemia_only,none,65,0.18927312437692562,-0.0579432951250721,0.43648954387892336,0.13103175351747137,0.5053185720721185
any_of_three,0.1,venetoclax,LN_IC50,leukemia_only,none,62,0.19060690379495293,-0.06289602602896815,0.444109833618874,0.13782511467440017,0.5053185720721185
continuous_score,0.1,venetoclax,LN_IC50,leukemia_only,none,62,0.190606903794953,-0.06289602602896827,0.44410983361887424,0.1378251146744003,0.5053185720721185
continuous_score,0.05,venetoclax,LN_IC50,lymphoma_only,none,48,0.1907824465316453,-0.10055156835729842,0.48211646142058906,0.1939761912707836,0.5629277595168115
continuous_score,0.05,venetoclax,LN_IC50,lymphoma_only,lineage,48,0.1907824465316453,-0.10055156835729842,0.48211646142058906,0.1939761912707836,0.5629277595168115
any_of_three,0.05,venetoclax,LN_IC50,lymphoma_only,none,48,0.1907824465316453,-0.10055156835729842,0.48211646142058906,0.1939761912707836,0.5629277595168115
any_of_three,0.05,venetoclax,LN_IC50,lymphoma_only,lineage,48,0.1907824465316453,-0.10055156835729842,0.48211646142058906,0.1939761912707836,0.5629277595168115
any_of_three,0.1,venetoclax,LN_IC50,leukemia_only,lineage,62,0.19110243332714177,-0.07671698695687479,0.45892185361115834,0.15861869826979552,0.5346106189316165
continuous_score,0.1,venetoclax,LN_IC50,leukemia_only,lineage,62,0.19110243332714183,-0.07671698695687479,0.45892185361115845,0.1586186982697954,0.5346106189316165
mutation_only,0.05,navitoclax,AUC,leukemia_only,lineage,65,0.20803756876631233,-0.04558754330020168,0.46166268083282636,0.10613878620509751,0.5053185720721185
any_of_three,0.1,navitoclax,AUC,leukemia_only,lineage,65,0.21185772824466698,-0.04601566816031827,0.4697311246496522,0.1055972426495531,0.5053185720721185
continuous_score,0.1,navitoclax,AUC,leukemia_only,lineage,65,0.21185772824466714,-0.04601566816031838,0.46973112464965266,0.10559724264955311,0.5053185720721185
mutation_only,0.05,venetoclax,AUC,leukemia_only,lineage,62,0.21455550982699784,-0.04733477883104603,0.4764457984850417,0.10646656708304117,0.5053185720721185
continuous_score,0.1,navitoclax,AUC,lymphoma_only,lineage_plus_mcl1,29,0.21476024716095138,-0.16310525039168733,0.5926257447135901,0.2533021574547968,0.5796745130192706
continuous_score,0.2,navitoclax,AUC,lymphoma_only,lineage_plus_mcl1,29,0.21476024716095138,-0.16310525039168733,0.5926257447135901,0.2533021574547968,0.5796745130192706
any_of_three,0.1,navitoclax,AUC,lymphoma_only,lineage_plus_mcl1,29,0.21476024716095155,-0.16310525039168694,0.5926257447135901,0.253302157454796,0.5796745130192706
any_of_three,0.2,navitoclax,AUC,lymphoma_only,lineage_plus_mcl1,29,0.21476024716095155,-0.16310525039168694,0.5926257447135901,0.253302157454796,0.5796745130192706
continuous_score,0.2,navitoclax,LN_IC50,leukemia_only,lineage,65,0.21492066473491966,-0.038715116069648225,0.46855644553948755,0.09531293282876352,0.5053185720721185
any_of_three,0.2,navitoclax,LN_IC50,leukemia_only,lineage,65,0.21492066473491983,-0.038715116069648225,0.4685564455394879,0.09531293282876345,0.5053185720721185
mutation_only,0.05,venetoclax,LN_IC50,lymphoma_only,lineage_plus_mcl1,28,0.21536026672945185,-0.22162475670634446,0.6523452901652482,0.31982575238221916,0.5964211460058119
mutation_only,0.05,venetoclax,AUC,leukemia_only,none,62,0.21613283738500222,-0.03600079483898577,0.4682664696089902,0.0915641312992984,0.5053185720721185
any_of_three,0.05,navitoclax,AUC,lymphoma_only,lineage_plus_mcl1,29,0.21960345025317005,-0.1825191402203479,0.621726040726688,0.2718897531704057,0.5796745130192706
continuous_score,0.05,navitoclax,AUC,lymphoma_only,lineage_plus_mcl1,29,0.21960345025317027,-0.1825191402203479,0.6217260407266885,0.2718897531704055,0.5796745130192706
any_of_three,0.05,navitoclax,AUC,lymphoma_only,lineage,49,0.2207747982116607,-0.0654269654813118,0.5069765619046332,0.12740700255588605,0.5053185720721185
any_of_three,0.05,navitoclax,AUC,lymphoma_only,none,49,0.2207747982116607,-0.0654269654813118,0.5069765619046332,0.12740700255588605,0.5053185720721185
continuous_score,0.05,navitoclax,AUC,lymphoma_only,lineage,49,0.22077479821166074,-0.06542696548131194,0.5069765619046334,0.1274070025558861,0.5053185720721185
continuous_score,0.05,navitoclax,AUC,lymphoma_only,none,49,0.22077479821166074,-0.06542696548131194,0.5069765619046334,0.1274070025558861,0.5053185720721185
mutation_only,0.05,navitoclax,LN_IC50,leukemia_only,lineage,65,0.2217969213059126,-0.032424791133260245,0.47601863374508546,0.08611321197459318,0.5053185720721185
expression_only,0.1,navitoclax,LN_IC50,lymphoma_only,none,49,0.22479860155537174,-0.06113332324319226,0.5107305263539357,0.12044267731487797,0.5053185720721185
expression_only,0.1,navitoclax,LN_IC50,lymphoma_only,lineage,49,0.22479860155537174,-0.06113332324319226,0.5107305263539357,0.12044267731487797,0.5053185720721185
expression_only,0.2,navitoclax,LN_IC50,lymphoma_only,lineage,49,0.22479860155537174,-0.06113332324319226,0.5107305263539357,0.12044267731487797,0.5053185720721185
expression_only,0.2,navitoclax,LN_IC50,lymphoma_only,none,49,0.22479860155537174,-0.06113332324319226,0.5107305263539357,0.12044267731487797,0.5053185720721185
any_of_three,0.05,navitoclax,LN_IC50,lymphoma_only,lineage_plus_mcl1,29,0.22579169948617714,-0.1610652202926858,0.6126486192650401,0.24106534177412703,0.5796745130192706
continuous_score,0.05,navitoclax,LN_IC50,lymphoma_only,lineage_plus_mcl1,29,0.22579169948617736,-0.1610652202926858,0.6126486192650406,0.2410653417741269,0.5796745130192706
continuous_score,0.1,navitoclax,LN_IC50,leukemia_only,none,65,0.23007979085167224,-0.014932982458049499,0.475092564161394,0.06521354543911517,0.5053185720721185
any_of_three,0.1,navitoclax,LN_IC50,leukemia_only,none,65,0.23007979085167224,-0.014932982458049499,0.475092564161394,0.06521354543911517,0.5053185720721185
continuous_score,0.1,venetoclax,LN_IC50,lymphoma_only,none,48,0.23566642382564268,-0.0527595890548998,0.5240924367061852,0.1068511090252789,0.5053185720721185
continuous_score,0.2,venetoclax,LN_IC50,lymphoma_only,none,48,0.23566642382564268,-0.0527595890548998,0.5240924367061852,0.1068511090252789,0.5053185720721185
continuous_score,0.2,venetoclax,LN_IC50,lymphoma_only,lineage,48,0.23566642382564268,-0.0527595890548998,0.5240924367061852,0.1068511090252789,0.5053185720721185
continuous_score,0.1,venetoclax,LN_IC50,lymphoma_only,lineage,48,0.23566642382564268,-0.0527595890548998,0.5240924367061852,0.1068511090252789,0.5053185720721185
any_of_three,0.1,venetoclax,LN_IC50,lymphoma_only,none,48,0.23566642382564273,-0.05275958905489975,0.5240924367061852,0.10685110902527882,0.5053185720721185
any_of_three,0.1,venetoclax,LN_IC50,lymphoma_only,lineage,48,0.23566642382564273,-0.05275958905489975,0.5240924367061852,0.10685110902527882,0.5053185720721185
any_of_three,0.2,venetoclax,LN_IC50,lymphoma_only,lineage,48,0.23566642382564273,-0.05275958905489975,0.5240924367061852,0.10685110902527882,0.5053185720721185
any_of_three,0.2,venetoclax,LN_IC50,lymphoma_only,none,48,0.23566642382564273,-0.05275958905489975,0.5240924367061852,0.10685110902527882,0.5053185720721185
mutation_only,0.05,navitoclax,LN_IC50,leukemia_only,lineage_plus_mcl1,44,0.24439806490617155,-0.06331564248945465,0.5521117723017978,0.11631361317169074,0.5053185720721185
mutation_only,0.05,venetoclax,AUC,lymphoma_only,lineage_plus_mcl1,28,0.24642309324038172,-0.20032913744108918,0.6931753239218527,0.2667230069005893,0.5796745130192706
mutation_only,0.05,venetoclax,LN_IC50,leukemia_only,none,62,0.2469187864001443,-0.0033225368437353464,0.49716010964402396,0.05302142365420256,0.5053185720721185
mutation_only,0.05,venetoclax,LN_IC50,leukemia_only,lineage,62,0.24786561676091956,-0.012062709948192196,0.5077939434700314,0.061243602278640945,0.5053185720721185
mutation_only,0.05,venetoclax,AUC,lymphoma_only,lineage,48,0.24886144760667545,-0.03858668422443762,0.5363095794377886,0.08807058690068727,0.5053185720721185
mutation_only,0.05,venetoclax,AUC,lymphoma_only,none,48,0.24886144760667545,-0.03858668422443762,0.5363095794377886,0.08807058690068727,0.5053185720721185
continuous_score,0.1,navitoclax,LN_IC50,lymphoma_only,lineage_plus_mcl1,29,0.25135915222579097,-0.10882296905455402,0.611541273506136,0.1633532446735495,0.5346106189316165
continuous_score,0.2,navitoclax,LN_IC50,lymphoma_only,lineage_plus_mcl1,29,0.25135915222579097,-0.10882296905455402,0.611541273506136,0.1633532446735495,0.5346106189316165
any_of_three,0.2,navitoclax,LN_IC50,lymphoma_only,lineage_plus_mcl1,29,0.2513591522257912,-0.10882296905455352,0.6115412735061359,0.16335324467354875,0.5346106189316165
any_of_three,0.1,navitoclax,LN_IC50,lymphoma_only,lineage_plus_mcl1,29,0.2513591522257912,-0.10882296905455352,0.6115412735061359,0.16335324467354875,0.5346106189316165
mutation_only,0.05,navitoclax,AUC,lymphoma_only,lineage,49,0.2531108486721947,-0.030776379019421984,0.5369980763638114,0.07930460933532532,0.5053185720721185
mutation_only,0.05,navitoclax,AUC,lymphoma_only,none,49,0.2531108486721947,-0.030776379019421984,0.5369980763638114,0.07930460933532532,0.5053185720721185
mutation_only,0.05,navitoclax,AUC,lymphoma_only,lineage_plus_mcl1,29,0.26678883992881314,-0.1911158214751807,0.724693501332807,0.24187254633907818,0.5796745130192706
mutation_only,0.05,venetoclax,AUC,leukemia_only,lineage_plus_mcl1,41,0.2721743767772915,-0.08400162646319026,0.6283503800177732,0.13005503398279913,0.5053185720721185
