rnaseq_sample,guardian_dependence,executioner_deficiency,susceptibility_score,executioner_loss_call,executioner_loss_score
BA2688R,0.5785007072135785,0.669024045261669,0.6221180622090671,False,0.0
BA2787R,0.8557284299858557,0.5643564356435644,0.6949358579219244,False,0.0
BA2420R,0.11032531824611033,0.8939179632248939,0.3140410542886092,False,0.0
BA2756R,0.2927864214992928,0.06930693069306926,0.14245044128651638,False,0.0
BA2122R,0.9186704384724187,0.6775106082036775,0.7889290002960897,False,0.0
BA2053R,0.7432814710042432,0.1188118811881188,0.29717111202518715,False,0.0
BA2080R,0.28854314002828857,0.3776520509193777,0.33010439047428675,False,0.0
BA2081R,0.49434229137199437,0.5926449787835926,0.5412665487373002,False,0.0
BA2354R,0.4780763790664781,0.9024045261669024,0.6568243968695694,False,0.0
BA3273R,0.8161244695898161,0.4667609618104668,0.617199353841852,False,0.0
BA2893R,0.9186704384724187,0.1598302687411598,0.38318578139801296,False,0.0
BA2044R,0.22701555869872703,0.20367751060820372,0.21503014640995635,False,0.0
BA2489R,0.44554455445544555,0.2206506364922206,0.3135437601455926,False,0.0
BA2309R,0.7892503536067893,0.9490806223479491,0.8654838050417064,False,0.0
BA2720R,0.867043847241867,0.8995756718528995,0.8831599806425364,False,0.0
BA2908R,0.018387553041018388,0.7722772277227723,0.11916496333706107,False,0.0
BA2054R,0.8323903818953324,0.545968882602546,0.6741359259767284,False,0.0
BA2872R,0.19872701555869873,0.9123055162659123,0.4257930865165176,False,0.0
BA2526R,0.7758132956152758,0.1937765205091938,0.3877298041021592,False,0.0
BA2041R,0.9186704384724187,0.5502121640735502,0.7109596683513818,False,0.0
BA2464R,0.08628005657708628,0.7949080622347949,0.2618868316338187,False,0.0
BA2902R,0.9321074964639321,0.4144271570014144,0.6215228553957234,False,0.0
BA2541R,0.039603960396039604,0.6760961810466761,0.1636340012897264,False,0.0
BA2143R,0.7715700141442716,0.8783592644978784,0.8232348815085401,False,0.0
BA2094R,0.3132956152758133,0.052333804809052364,0.1280466773382909,False,0.0
BA2769R,0.5756718528995757,0.4766619519094767,0.5238328636716647,False,0.0
BA2843R,0.3953323903818953,0.4724186704384724,0.43216015809590563,False,0.0
BA2592R,0.8394625176803394,0.41725601131541723,0.5918367864336386,False,0.0
BA2497R,0.25742574257425743,0.03536067892503536,0.09540832788707243,False,0.0
BA2718R,0.005657708628005658,0.12022630834512027,0.026080748111153858,False,0.0
BA2575R,0.6732673267326733,0.19660537482319662,0.36382409915849284,False,0.0
BA2096R,0.8946251768033946,0.5714285714285714,0.714992578104694,False,0.0
BA2593R,0.1471004243281471,0.9575671852899575,0.37531125653097885,False,0.0
BA2791R,0.5304101838755304,0.900990099009901,0.6912990120677693,False,0.0
BA2620R,0.7892503536067893,0.4257425742574258,0.5796701452361835,False,0.0
BA2629R,0.22701555869872703,0.9363507779349364,0.4610490158224907,False,0.0
