,x,y,truth,pred_bypass,score,stability
spot78,38,1,False,False,0.19201533203124999,0.6296296296296297
spot79,39,1,False,False,0.394674609375,0.9629629629629629
spot80,0,2,False,False,0.1052734375,1.0
spot81,1,2,False,False,0.23834472656250003,0.9629629629629629
spot82,2,2,False,False,0.30493203125,0.8888888888888888
spot83,3,2,False,False,0.14077890625,0.14814814814814814
spot84,4,2,False,False,0.46396855468750003,0.37037037037037035
spot85,5,2,False,False,0.037265625,0.6296296296296297
spot86,6,2,False,True,0.71329765625,0.37037037037037035
spot87,7,2,False,False,0.17660576171875003,0.7037037037037037
spot88,8,2,False,False,0.37928593750000006,0.30864197530864196
spot89,9,2,False,False,0.14544453125,0.7777777777777778
spot90,10,2,False,False,0.0107421875,0.3333333333333333
spot91,11,2,False,False,0.11647441406249998,1.0
spot92,12,2,False,False,0.17735156249999998,1.0
spot93,13,2,False,False,0.11728417968749999,1.0
spot94,14,2,False,False,0.31270654296875,1.0
spot95,15,2,False,False,0.3680107421875,0.8888888888888888
spot96,16,2,False,False,0.270024609375,1.0
spot97,17,2,False,False,0.15754306640625002,0.5555555555555556
spot98,18,2,False,False,0.07517871093749999,0.8518518518518519
spot99,19,2,False,False,0.41245332031250004,0.2222222222222222
spot100,20,2,False,False,0.0005449218749999993,1.0
spot101,21,2,False,False,0.04610654296875,0.7037037037037037
spot102,22,2,False,False,0.44719628906250003,1.0
spot103,23,2,False,False,0.06987324218749999,1.0
spot104,24,2,False,False,0.0432072265625,0.3333333333333333
spot105,25,2,False,False,0.002758007812499996,0.9629629629629629
spot106,26,2,False,False,0.012938964843750006,1.0
spot107,27,2,False,True,0.5614962890624999,0.2222222222222222
spot108,28,2,False,False,0.05908554687500001,0.7777777777777778
spot109,29,2,False,False,0.16661914062500002,0.8518518518518519
spot110,30,2,False,False,0.26267656250000004,0.7777777777777778
spot111,31,2,False,False,0.02194511718750003,0.7777777777777778
spot112,32,2,False,True,0.423263671875,0.12345679012345678
spot113,33,2,False,False,0.06086777343749998,1.0
spot114,34,2,False,False,0.07907812500000001,0.8888888888888888
spot115,35,2,False,False,0.28736093749999997,0.9259259259259259
spot116,36,2,False,False,0.06500888671875,0.5925925925925926
spot117,37,2,False,True,0.39990771484375,0.32098765432098764
spot118,38,2,False,False,0.31416064453125003,0.24691358024691357
spot119,39,2,False,False,0.012871679687499997,1.0
spot120,0,3,False,False,0.11436152343749997,1.0
spot121,1,3,False,False,0.037926171875,1.0
spot122,2,3,False,False,0.0022822265624999785,1.0
spot123,3,3,False,False,0.163457421875,1.0
spot124,4,3,False,False,0.09219404296874999,1.0
spot125,5,3,False,False,0.34971357421874993,1.0
spot126,6,3,False,False,0.26891210937500004,0.3333333333333333
spot127,7,3,False,False,0.024215624999999994,1.0
spot128,8,3,False,False,0.26296347656249996,0.3333333333333333
spot129,9,3,False,False,0.006204687500000012,1.0
spot130,10,3,False,False,0.01200625,0.8888888888888888
spot131,11,3,False,False,0.258319140625,1.0
spot132,12,3,False,False,0.0008203125000000033,1.0
spot133,13,3,False,False,0.009866406250000006,1.0
spot134,14,3,False,False,0.174521484375,0.2222222222222222
spot135,15,3,False,False,0.029520703124999995,1.0
spot136,16,3,False,False,0.25575117187499996,0.6666666666666666
spot137,17,3,False,False,0.05549140625,0.6666666666666666
spot138,18,3,False,False,0.2799859375,0.7901234567901234
spot139,19,3,False,True,0.4378245117187501,0.38271604938271603
spot140,20,3,False,False,0.37016191406250004,0.3333333333333333
spot141,21,3,False,False,0.05719570312499999,0.9259259259259259
spot142,22,3,False,True,0.65687841796875,0.48148148148148145
spot143,23,3,False,False,0.004484765625000003,0.48148148148148145
spot144,24,3,False,True,0.3952001953125,0.13580246913580246
spot145,25,3,False,True,0.45266689453125003,0.19753086419753085
spot146,26,3,False,False,0.11944843749999999,1.0
spot147,27,3,False,False,0.22396640624999997,0.4444444444444444
spot148,28,3,False,False,0.014578710937499998,0.48148148148148145
spot149,29,3,False,False,0.2316150390625,0.2222222222222222
spot150,30,3,False,False,0.050238281249999996,0.7777777777777778
spot151,31,3,False,False,0.45410781249999993,0.2962962962962963
spot152,32,3,False,False,0.24861103515625,0.8888888888888888
spot153,33,3,False,False,0.031063183593749995,1.0
spot154,34,3,False,False,0.03332812500000001,1.0
spot155,35,3,False,True,0.50780029296875,0.2222222222222222
spot156,36,3,False,False,0.25296630859375,0.6296296296296297
spot157,37,3,False,False,0.23844375,0.6296296296296297
spot158,38,3,False,False,0.34793886718750006,0.5555555555555556
spot159,39,3,False,False,0.35542431640625,0.16049382716049382
spot160,0,4,False,False,0.047202734375,0.8148148148148148
spot161,1,4,False,False,0.0006322265625000001,1.0
spot162,2,4,False,False,0.07851484375,1.0
spot163,3,4,False,False,0.024079199218750017,1.0
spot164,4,4,False,False,0.006316406250000001,0.25925925925925924
spot165,5,4,False,False,0.18323476562500002,1.0
spot166,6,4,False,False,0.010647656249999998,1.0
spot167,7,4,False,False,0.00455996093749999,1.0
spot168,8,4,False,False,0.02854345703124999,1.0
spot169,9,4,False,False,0.240926953125,1.0
spot170,10,4,False,False,0.28683183593750006,0.8888888888888888
spot171,11,4,False,False,0.04436484375,0.9259259259259259
spot172,12,4,False,False,0.4986064453125,0.2962962962962963
spot173,13,4,False,False,0.10992578125000003,1.0
spot174,14,4,False,True,0.51314453125,0.25925925925925924
spot175,15,4,False,False,0.045464062500000006,0.6296296296296297
spot176,16,4,False,False,0.31720810546875,0.3333333333333333
spot177,17,4,False,False,0.26690625,0.6419753086419753
spot178,18,4,False,False,0.396886328125,0.4444444444444444
spot179,19,4,False,False,0.209228125,0.25925925925925924
spot180,20,4,False,False,0.06374414062500001,0.9259259259259259
spot181,21,4,False,False,0.09567949218749999,1.0
spot182,22,4,False,True,0.60887216796875,0.4074074074074074
spot183,23,4,False,True,0.514515625,0.5185185185185185
spot184,24,4,False,True,0.43745820312500006,0.7283950617283951
spot185,25,4,False,True,0.6197748046875,0.7160493827160493
spot186,26,4,False,False,0.2548875,0.6666666666666666
spot187,27,4,False,False,0.012065625000000002,0.43209876543209874
spot188,28,4,False,False,0.404843359375,0.6666666666666666
spot189,29,4,False,True,0.572943359375,0.2222222222222222
spot190,30,4,False,False,0.042094726562500004,0.3333333333333333
spot191,31,4,False,True,0.5472539062499999,0.7777777777777778
spot192,32,4,False,False,0.37917626953124994,0.48148148148148145
spot193,33,4,False,True,0.55241982421875,0.25925925925925924
spot194,34,4,False,False,0.1646103515625,1.0
spot195,35,4,False,False,0.07481503906249999,1.0
spot196,36,4,False,False,0.04972890625000001,0.7777777777777778
spot197,37,4,False,False,0.07617851562499998,0.5555555555555556
spot198,38,4,False,False,0.26876279296875,0.5185185185185185
spot199,39,4,False,False,0.03965820312500001,0.5555555555555556
spot200,0,5,False,False,0.07122734375,1.0
spot201,1,5,False,False,0.1271080078125,1.0
spot202,2,5,False,False,0.17429296875000003,1.0
spot203,3,5,False,False,0.08367519531249999,1.0
spot204,4,5,False,False,0.09831718750000001,0.8888888888888888
spot205,5,5,False,False,0.022894335937500006,1.0
spot206,6,5,False,False,0.10511367187500001,1.0
spot207,7,5,False,False,0.077019140625,1.0
spot208,8,5,False,False,0.0007957031250000005,1.0
spot209,9,5,False,False,0.20986318359374997,0.2962962962962963
spot210,10,5,False,False,0.30105878906250005,0.7777777777777778
spot211,11,5,False,True,0.4873103515625001,0.25925925925925924
spot212,12,5,False,False,0.008217773437500003,0.9629629629629629
spot213,13,5,False,False,0.0437576171875,1.0
spot214,14,5,False,False,0.12573984375000002,1.0
spot215,15,5,False,False,0.277146875,0.7777777777777778
spot216,16,5,False,False,0.36282783203125,0.4074074074074074
spot217,17,5,False,False,0.1483216796875,0.5555555555555556
spot218,18,5,False,False,0.1909833984375,0.48148148148148145
spot219,19,5,False,False,0.0036421874999999996,0.2222222222222222
spot220,20,5,False,False,0.07231640625000002,1.0
spot221,21,5,False,False,0.024673730468749995,1.0
spot222,22,5,False,False,0.06593125000000001,1.0
spot223,23,5,False,False,0.06646142578125001,0.5555555555555556
spot224,24,5,False,True,0.5420666015625,0.3333333333333333
spot225,25,5,False,False,0.263342578125,0.4074074074074074
spot226,26,5,False,False,0.044130761718750015,0.9259259259259259
spot227,27,5,False,True,0.379591796875,0.32098765432098764
spot228,28,5,False,False,0.0012246093749999968,0.5925925925925926
spot229,29,5,False,False,0.48573574218749993,0.5185185185185185
spot230,30,5,False,False,0.4128291015625,0.7407407407407407
spot231,31,5,False,False,0.377623828125,0.7407407407407407
spot232,32,5,False,True,0.5569068359375,0.3333333333333333
spot233,33,5,False,False,0.19739541015624998,1.0
spot234,34,5,False,False,0.06858017578125002,1.0
spot235,35,5,False,False,0.18498046875,1.0
spot236,36,5,False,False,0.20287509765625,1.0
spot237,37,5,False,False,0.30647753906249997,0.37037037037037035
spot238,38,5,False,False,0.35188085937499997,0.3333333333333333
spot239,39,5,False,True,0.546605859375,0.5555555555555556
spot240,0,6,False,False,0.0485146484375,1.0
spot241,1,6,False,False,0.3270966796875,0.8888888888888888
spot242,2,6,False,False,0.117017578125,1.0
spot243,3,6,False,False,0.36609345703124996,0.8148148148148148
spot244,4,6,False,False,0.057517187500000004,0.6296296296296297
spot245,5,6,False,False,0.33866894531249997,0.3333333333333333
spot246,6,6,False,False,0.1667736328125,0.9259259259259259
spot247,7,6,False,True,0.5579765625,0.2222222222222222
spot248,8,6,False,False,0.261322265625,1.0
spot249,9,6,False,False,0.163681640625,1.0
spot250,10,6,False,False,0.009503320312499999,0.5555555555555556
spot251,11,6,False,False,0.13667636718749998,0.9629629629629629
spot252,12,6,False,False,0.31157431640625,0.8888888888888888
spot253,13,6,False,False,0.24155947265625,0.8888888888888888
spot254,14,6,False,False,0.28886425781249997,0.9629629629629629
spot255,15,6,False,False,0.45314765625,0.2345679012345679
spot256,16,6,False,False,0.2703890625,0.4444444444444444
spot257,17,6,False,True,0.51466552734375,0.30864197530864196
spot258,18,6,False,False,0.31048554687499996,0.8888888888888888
spot259,19,6,False,False,0.024388085937500015,0.8888888888888888
spot260,20,6,False,False,0.29078125,0.9629629629629629
spot261,21,6,False,False,0.11060234374999998,1.0
spot262,22,6,False,False,0.014790234375000018,1.0
spot263,23,6,False,False,0.0415185546875,0.8148148148148148
spot264,24,6,False,False,0.36453701171875,0.7777777777777778
spot265,25,6,False,False,0.0291703125,0.3333333333333333
spot266,26,6,False,False,0.35953124999999997,0.6666666666666666
spot267,27,6,False,False,0.17738593749999995,0.8888888888888888
spot268,28,6,False,False,0.2123078125,1.0
spot269,29,6,False,False,0.019296875,0.4074074074074074
spot270,30,6,False,False,0.1537236328125,0.6296296296296297
spot271,31,6,False,False,0.03905273437499999,0.8148148148148148
spot272,32,6,False,False,0.39104150390625,0.07407407407407407
spot273,33,6,False,False,0.5113068359375,0.8148148148148148
spot274,34,6,False,False,0.20586972656249997,1.0
spot275,35,6,False,False,0.04444140625000001,1.0
spot276,36,6,False,False,0.06789931640625,1.0
spot277,37,6,False,True,0.454359375,0.24691358024691357
spot278,38,6,False,True,0.5821125,0.2222222222222222
spot279,39,6,False,False,0.056448046875000005,0.2222222222222222
spot280,0,7,False,False,0.05035468750000001,0.7037037037037037
spot281,1,7,False,False,0.045091406249999993,0.6666666666666666
spot282,2,7,False,False,0.0456298828125,0.7777777777777778
spot283,3,7,False,False,0.10006201171875,0.5185185185185185
spot284,4,7,False,False,0.03796845703124999,0.4074074074074074
spot285,5,7,False,False,0.178995703125,0.5555555555555556
spot286,6,7,False,True,0.58285546875,0.4074074074074074
spot287,7,7,False,False,0.00017656249999999622,0.8148148148148148
spot288,8,7,False,False,0.07873671875,0.2222222222222222
spot289,9,7,False,False,0.06118808593749999,0.5802469135802469
spot290,10,7,False,False,0.50702734375,0.6296296296296297
spot291,11,7,False,True,0.5205026367187501,0.5679012345679012
spot292,12,7,False,False,0.13636552734375,1.0
spot293,13,7,False,False,0.006129296874999995,1.0
spot294,14,7,False,False,0.13985869140624999,1.0
spot295,15,7,False,False,0.42827636718750006,0.6666666666666666
spot296,16,7,False,False,0.36963369140625,0.32098765432098764
spot297,17,7,False,False,0.00668847656249999,1.0
spot298,18,7,False,True,0.48231455078124996,0.1111111111111111
spot299,19,7,False,False,0.27809208984374995,0.5925925925925926
spot300,20,7,False,False,0.11129921875000001,1.0
spot301,21,7,False,False,0.013295019531249999,1.0
spot302,22,7,False,False,0.25914257812499997,1.0
spot303,23,7,False,False,0.052720312500000005,0.9259259259259259
spot304,24,7,False,True,0.6397125,0.4444444444444444
spot305,25,7,False,False,0.46110839843749996,0.6296296296296297
spot306,26,7,False,False,0.08683007812499999,1.0
spot307,27,7,False,False,0.477649609375,0.3333333333333333
spot308,28,7,False,True,0.551322265625,0.14814814814814814
spot309,29,7,False,False,0.020422265624999998,1.0
spot310,30,7,False,False,0.3443396484375,1.0
spot311,31,7,False,False,0.2394404296875,0.3950617283950617
spot312,32,7,False,False,0.0442265625,0.7037037037037037
spot313,33,7,False,False,0.17250390625,1.0
spot314,34,7,False,False,0.26595966796875,1.0
spot315,35,7,False,False,0.38694003906249996,0.8888888888888888
spot316,36,7,False,False,0.036815625,1.0
spot317,37,7,False,False,0.11044921875000001,0.2222222222222222
spot318,38,7,False,False,0.063436328125,0.7777777777777778
spot319,39,7,False,False,0.007324999999999999,0.3333333333333333
spot320,0,8,False,False,0.3398625,0.3333333333333333
spot321,1,8,False,True,0.5237173828125,0.2222222222222222
spot322,2,8,False,True,0.46132031250000005,0.2839506172839506
spot323,3,8,False,False,0.14220000000000002,0.5308641975308642
spot324,4,8,False,False,0.2546380859375,0.2222222222222222
spot325,5,8,False,True,0.641484375,0.8765432098765432
spot326,6,8,False,False,0.12683193359375,0.7777777777777778
spot327,7,8,False,False,0.22383349609375003,1.0
spot328,8,8,False,False,0.115461328125,0.37037037037037035
spot329,9,8,False,False,0.18104941406250002,0.5185185185185185
spot330,10,8,False,False,0.1265916015625,0.5555555555555556
spot331,11,8,False,False,0.22920283203125,0.19753086419753085
spot332,12,8,False,False,0.3772876953125,0.2962962962962963
spot333,13,8,False,True,0.5212857421875,0.2222222222222222
spot334,14,8,False,False,0.34166035156249996,0.8888888888888888
spot335,15,8,False,False,0.01922314453125,0.6666666666666666
spot336,16,8,False,False,0.24922265624999998,1.0
spot337,17,8,False,False,0.007876171874999994,1.0
spot338,18,8,False,False,0.1527861328125,0.2962962962962963
spot339,19,8,False,False,0.06945117187500001,0.6666666666666666
spot340,20,8,False,False,0.1437109375,1.0
spot341,21,8,False,False,0.15972265624999998,1.0
spot342,22,8,False,False,0.29338095703125,1.0
spot343,23,8,False,True,0.5330955078125,0.3333333333333333
spot344,24,8,False,False,0.20308906250000003,0.3333333333333333
spot345,25,8,False,False,0.10730000000000002,1.0
spot346,26,8,False,False,0.1651267578125,0.7037037037037037
spot347,27,8,False,False,0.040218554687499984,0.3333333333333333
spot348,28,8,False,False,0.402225,0.9259259259259259
spot349,29,8,False,False,0.167351953125,0.2222222222222222
spot350,30,8,False,True,0.50248359375,0.2962962962962963
spot351,31,8,False,False,0.36336328125,1.0
spot352,32,8,False,False,0.27871142578125,0.5185185185185185
spot353,33,8,False,False,0.24077070312499999,1.0
spot354,34,8,False,False,0.12246093750000002,1.0
spot355,35,8,False,False,0.09515624999999998,1.0
spot356,36,8,False,False,0.171094921875,1.0
